date,long sleeve,culottes,miniskirt,short sleeves,printed,short cardigan,solid colours,trapeze dress,sleeveless,long cardigan,sheath dress,short coat,medium coat,doll dress,long dress,shorts,long coat,tracksuit,drop sleeve,patterned,kimono dress,medium cardigan,shirt dress,maxi,capris,gitana skirt,long duster,yellow,brown,blue,grey,green,black,red,white,orange,violet,acrylic,scuba crepe,tulle,angora,faux leather,georgette,lurex,nice,crepe,satin cotton,silky satin,fur,matte jersey,plisse,velvet,lace,cotton,piquet,plush,bengaline,jacquard,frise,technical,cady,dark jeans,light jeans,ity,plumetis,polyviscous,dainetto,webbing,foam rubber,chanel,marocain,macrame,embossed,heavy jeans,nylon,tencel,paillettes,chambree,chine crepe,muslin cotton or silk,linen,tactel,viscose twill,cloth,mohair,mutton,scottish,milano stitch,devore,hron,ottoman,fluid,flamed,fluid polyviscous,shiny jersey,goose
2019-08-26,60.0,63.0,27.0,61.0,67.0,64.0,31.0,23.0,68.0,71.0,44.0,33.0,12.0,51.0,72.0,63.0,32.0,45.0,9.0,68.0,59.0,0.0,82.4,70.0,45.0,0.0,58.0,90,62,79,15,80,24,56,80,49,58,85,0,65,45,48,36,60,21,36,31,59,41,15,78,51,61,85,32,45,66,67,66,80,21,59,77,65,47,-1.0,0,65,55,66,54,87,70,13,100,87,72,0,29,-1.0,88,66,0,91,51,61,68,0,24,20,71,89,48,-1.0,0,33
2019-09-02,68.0,52.0,34.0,50.0,69.0,48.0,21.0,42.6,69.0,78.0,53.0,39.0,25.0,47.0,78.0,58.0,38.0,53.0,38.0,77.0,56.0,0.0,80.2,77.0,38.0,0.0,79.0,90,96,76,15,79,23,55,80,49,55,83,30,68,58,58,30,39,19,37,77,33,44,0,72,52,59,80,26,47,67,76,72,77,22,85,67,74,29,-1.0,0,62,52,70,57,94,67,20,96,75,100,25,34,-1.0,78,71,0,92,64,52,67,0,21,23,80,87,41,-1.0,0,34
2019-09-09,66.0,54.0,34.0,75.0,72.0,49.0,20.0,13.8,74.0,72.0,49.0,51.0,24.0,49.0,82.0,52.0,44.0,53.0,18.0,76.0,41.0,14.0,87.6,70.0,36.0,0.0,64.0,92,97,76,15,80,24,54,78,49,57,86,60,76,51,60,34,47,18,36,46,17,49,44,65,51,61,84,31,47,54,73,71,83,22,62,85,78,34,-1.0,0,69,48,66,57,85,78,33,76,85,53,26,34,-1.0,78,61,81,91,66,55,63,31,18,27,70,92,19,-1.0,0,36
2019-09-16,71.0,52.0,38.0,52.0,71.0,44.0,41.0,26.6,72.0,84.0,63.0,64.0,20.0,45.0,82.0,52.0,41.0,49.0,37.0,74.0,57.0,0.0,91.2,70.0,38.0,0.0,44.0,89,91,78,15,89,23,56,80,50,58,83,0,80,55,55,41,42,19,37,46,57,48,14,61,51,62,85,29,44,78,65,70,80,22,76,81,75,25,-1.0,74,66,53,66,57,84,70,19,73,90,56,25,56,-1.0,76,67,40,92,66,59,59,31,20,19,77,92,43,-1.0,0,42
2019-09-23,69.0,44.0,39.0,74.0,69.0,33.0,20.0,16.4,62.0,69.0,53.0,54.0,16.0,51.0,84.0,46.0,45.0,56.0,36.0,80.0,59.0,0.0,91.2,71.0,33.0,0.0,72.0,89,76,77,15,85,24,56,79,50,59,82,44,78,53,61,37,44,19,40,25,16,51,14,75,51,62,84,25,42,81,69,91,78,25,70,71,74,42,-1.0,74,57,67,69,62,79,67,6,72,83,60,0,39,-1.0,85,67,0,92,81,57,65,0,19,12,74,92,40,-1.0,0,58
2019-09-30,80.0,52.0,30.0,56.0,71.0,51.0,51.0,36.8,72.0,88.0,47.0,46.0,44.0,50.0,89.0,47.0,57.0,62.0,64.0,83.0,51.0,14.0,91.6,70.0,37.0,0.0,80.0,87,64,75,15,78,24,57,78,49,61,86,73,79,59,69,33,53,18,37,50,32,56,0,70,52,62,88,24,44,72,77,71,74,28,78,73,91,17,-1.0,0,61,38,72,55,75,82,32,76,62,47,0,22,-1.0,78,75,40,94,78,52,63,0,17,20,79,89,43,-1.0,27,65
2019-10-07,84.0,50.0,39.0,51.0,70.0,69.0,20.0,43.8,70.0,95.0,33.0,72.0,28.0,59.0,93.0,44.0,60.0,61.0,55.0,81.0,41.0,14.0,88.0,68.0,30.0,0.0,80.0,87,65,77,15,83,25,55,79,49,61,84,15,81,56,69,37,44,18,38,40,41,59,43,70,52,62,85,24,46,75,71,69,74,24,78,77,84,25,-1.0,0,62,51,68,62,81,66,71,75,79,45,0,11,-1.0,75,100,40,92,77,61,61,31,20,20,77,89,43,-1.0,27,56
2019-10-14,88.0,47.0,53.0,89.0,73.0,64.0,20.0,17.6,78.0,89.0,49.0,71.0,47.0,54.0,97.0,40.0,64.0,61.0,27.0,87.0,51.0,0.0,79.8,70.0,27.0,0.0,75.0,87,67,78,15,80,25,54,83,49,59,85,15,75,65,76,36,63,21,38,30,40,60,14,63,54,61,85,29,47,72,82,63,77,22,86,63,72,33,-1.0,0,62,68,66,62,83,76,39,73,73,36,25,17,-1.0,71,62,0,92,63,59,59,0,21,27,81,90,52,-1.0,54,48
2019-10-21,93.0,47.0,38.0,64.0,67.0,43.0,10.0,33.0,76.0,80.0,48.0,75.0,47.0,58.0,96.0,42.0,69.0,70.0,54.0,77.0,48.0,0.0,85.6,67.0,25.0,0.0,51.0,90,64,78,15,81,26,58,81,49,61,81,14,84,53,86,36,66,19,46,55,32,61,28,53,54,64,85,27,49,74,64,68,75,23,78,68,80,37,-1.0,0,66,60,70,64,79,60,70,75,76,42,0,22,-1.0,73,90,0,96,85,62,59,0,17,30,84,90,49,-1.0,0,51
2019-10-28,84.0,50.0,39.0,47.0,67.0,49.0,20.0,27.4,66.0,91.0,51.0,68.0,44.0,48.0,86.0,39.0,73.0,67.0,64.0,87.0,55.0,0.0,78.4,71.0,26.0,0.0,48.0,82,62,79,15,78,27,54,78,48,64,80,29,84,60,82,32,54,19,51,50,24,66,0,75,55,62,83,24,47,69,78,65,71,26,61,68,69,37,-1.0,0,58,64,66,62,77,66,52,73,75,50,0,6,-1.0,71,72,40,91,64,70,66,0,25,23,81,88,43,-1.0,0,52
2019-11-04,87.0,52.0,33.0,61.0,69.0,33.0,50.0,43.8,74.0,80.0,65.0,86.0,66.0,47.0,84.0,39.0,84.0,74.0,18.0,89.0,44.0,0.0,78.6,70.0,33.0,0.0,47.0,85,62,78,15,80,30,59,82,49,57,82,14,70,52,81,49,48,19,40,34,63,75,14,67,59,62,85,25,53,67,77,75,72,25,75,73,77,49,-1.0,0,54,81,71,58,72,65,50,75,67,39,0,22,-1.0,74,65,0,90,86,63,64,0,22,27,77,93,36,-1.0,0,53
2019-11-11,92.0,49.0,28.0,54.0,71.0,40.0,0.0,30.8,71.0,76.0,66.0,92.0,51.0,57.0,94.0,43.0,98.0,80.0,27.0,93.0,39.0,27.0,79.0,74.0,25.0,0.0,59.0,80,62,78,15,79,35,56,81,47,61,85,28,69,64,92,52,66,17,41,39,71,83,14,69,63,62,87,31,60,65,74,64,76,24,74,79,77,20,-1.0,0,66,70,71,59,90,72,63,74,72,40,24,33,-1.0,74,85,39,93,92,61,63,0,19,26,83,91,48,-1.0,26,66
2019-11-18,91.0,53.0,37.0,66.0,72.0,66.0,30.0,10.8,67.0,79.0,40.0,73.0,59.0,67.0,94.0,39.0,89.0,84.0,63.0,86.0,47.0,0.0,79.8,75.0,23.0,0.0,75.0,86,66,79,17,80,47,57,82,48,57,81,43,70,60,89,43,77,18,41,50,24,81,14,62,64,63,88,35,71,71,84,60,77,25,83,63,84,41,-1.0,0,64,48,76,56,89,87,64,76,68,38,0,27,-1.0,80,63,0,94,82,57,63,0,19,19,86,92,49,-1.0,27,60
2019-11-25,94.0,45.0,35.0,56.0,67.0,35.0,50.0,25.0,63.0,83.0,46.0,83.0,51.0,78.0,91.0,44.0,92.0,100.0,45.0,79.0,45.0,14.0,81.8,81.0,22.0,0.0,47.0,84,69,80,19,91,98,58,86,50,59,84,100,73,63,93,51,78,18,37,54,32,86,0,72,69,65,93,25,89,95,88,63,65,18,83,93,66,41,-1.0,0,48,56,86,54,77,91,25,75,87,49,49,27,-1.0,79,84,0,98,84,57,63,0,22,25,78,83,30,-1.0,80,61
2019-12-02,100.0,47.0,28.0,73.0,71.0,59.0,20.0,9.4,72.0,86.0,43.0,68.0,44.0,61.0,94.0,45.0,100.0,93.0,73.0,89.0,40.0,41.0,78.8,78.0,24.0,0.0,52.0,83,62,79,16,75,33,59,85,50,68,92,29,75,65,100,43,100,18,38,25,24,89,14,63,69,65,94,25,100,72,96,62,72,25,83,100,83,33,-1.0,0,76,69,87,53,74,77,32,80,84,42,25,6,-1.0,75,70,0,95,93,56,66,31,21,15,87,100,34,-1.0,0,61
2019-12-09,93.0,47.0,40.0,49.0,72.0,47.0,31.0,10.8,75.0,87.0,43.0,64.0,100.0,52.0,83.0,45.0,90.0,89.0,37.0,76.0,46.0,42.0,81.2,75.0,26.0,0.0,40.0,81,62,80,15,77,25,60,93,48,58,91,29,74,61,88,43,94,17,37,41,33,82,29,71,66,60,95,25,87,92,84,64,72,21,77,79,68,50,-1.0,74,54,59,88,59,71,87,32,73,62,54,50,22,-1.0,69,99,40,93,62,57,83,0,18,19,79,86,22,-1.0,27,59
2019-12-16,88.0,43.0,37.0,52.0,74.0,52.0,62.0,9.8,62.0,82.0,48.0,74.0,36.0,60.0,77.0,46.0,87.0,90.0,28.0,70.0,49.0,56.0,75.0,75.0,29.0,0.0,65.0,87,62,80,15,77,24,58,92,50,59,99,29,64,56,83,48,87,18,35,61,81,80,29,63,67,56,83,22,86,92,83,62,68,18,92,79,66,100,-1.0,0,48,81,94,59,69,79,58,72,53,66,0,17,-1.0,67,98,80,90,72,54,69,0,24,28,73,85,25,-1.0,0,63
